,area_id,state,party,votes_first_vote,votes_second_vote
10180,14,Mecklenburg-Vorpommern,others,0,0
10479,14,Mecklenburg-Vorpommern,others,0,0
10778,14,Mecklenburg-Vorpommern,others,0,0
11077,14,Mecklenburg-Vorpommern,others,0,0
11376,14,Mecklenburg-Vorpommern,others,0,0
11675,14,Mecklenburg-Vorpommern,others,0,0
11974,14,Mecklenburg-Vorpommern,others,0,0
12273,14,Mecklenburg-Vorpommern,others,0,0
12572,14,Mecklenburg-Vorpommern,others,0,0
15,15,Mecklenburg-Vorpommern,CDU,73745,55114
1809,15,Mecklenburg-Vorpommern,AfD,32174,32881
613,15,Mecklenburg-Vorpommern,Die Linke,26672,30128
314,15,Mecklenburg-Vorpommern,SPD,19492,20382
1510,15,Mecklenburg-Vorpommern,FDP,5229,11490
912,15,Mecklenburg-Vorpommern,The Greens,5081,8498
3005,15,Mecklenburg-Vorpommern,others,2160,3315
2706,15,Mecklenburg-Vorpommern,others,1576,1232
2407,15,Mecklenburg-Vorpommern,others,976,1368
4799,15,Mecklenburg-Vorpommern,others,407,249
12573,15,Mecklenburg-Vorpommern,others,148,0
1211,15,Mecklenburg-Vorpommern,CSU,0,0
2108,15,Mecklenburg-Vorpommern,Piraten,0,0
3304,15,Mecklenburg-Vorpommern,others,0,194
3603,15,Mecklenburg-Vorpommern,others,0,1868
3902,15,Mecklenburg-Vorpommern,others,0,0
4201,15,Mecklenburg-Vorpommern,others,0,0
4500,15,Mecklenburg-Vorpommern,others,0,0
5098,15,Mecklenburg-Vorpommern,others,0,0
5397,15,Mecklenburg-Vorpommern,others,0,0
5696,15,Mecklenburg-Vorpommern,others,0,0
5995,15,Mecklenburg-Vorpommern,others,0,0
6294,15,Mecklenburg-Vorpommern,others,0,0
6593,15,Mecklenburg-Vorpommern,others,0,0
6892,15,Mecklenburg-Vorpommern,others,0,692
7191,15,Mecklenburg-Vorpommern,others,0,0
7490,15,Mecklenburg-Vorpommern,others,0,0
7789,15,Mecklenburg-Vorpommern,others,0,0
8088,15,Mecklenburg-Vorpommern,others,0,0
8387,15,Mecklenburg-Vorpommern,others,0,0
8686,15,Mecklenburg-Vorpommern,others,0,0
8985,15,Mecklenburg-Vorpommern,others,0,0
9284,15,Mecklenburg-Vorpommern,others,0,0
9583,15,Mecklenburg-Vorpommern,others,0,0
9882,15,Mecklenburg-Vorpommern,others,0,0
10181,15,Mecklenburg-Vorpommern,others,0,0
10480,15,Mecklenburg-Vorpommern,others,0,0
10779,15,Mecklenburg-Vorpommern,others,0,0
11078,15,Mecklenburg-Vorpommern,others,0,0
11377,15,Mecklenburg-Vorpommern,others,0,0
11676,15,Mecklenburg-Vorpommern,others,0,0
11975,15,Mecklenburg-Vorpommern,others,0,0
12274,15,Mecklenburg-Vorpommern,others,0,0
16,16,Mecklenburg-Vorpommern,CDU,48272,51790
1810,16,Mecklenburg-Vorpommern,AfD,36274,35597
614,16,Mecklenburg-Vorpommern,Die Linke,29463,27247
315,16,Mecklenburg-Vorpommern,SPD,21492,19061
1511,16,Mecklenburg-Vorpommern,FDP,8906,8658
913,16,Mecklenburg-Vorpommern,The Greens,3899,4068
2408,16,Mecklenburg-Vorpommern,others,2837,3148
2707,16,Mecklenburg-Vorpommern,others,1988,1092
3604,16,Mecklenburg-Vorpommern,others,1500,1354
1212,16,Mecklenburg-Vorpommern,CSU,0,0
2109,16,Mecklenburg-Vorpommern,Piraten,0,0
3006,16,Mecklenburg-Vorpommern,others,0,1917
3305,16,Mecklenburg-Vorpommern,others,0,152
3903,16,Mecklenburg-Vorpommern,others,0,0
4202,16,Mecklenburg-Vorpommern,others,0,0
4501,16,Mecklenburg-Vorpommern,others,0,0
4800,16,Mecklenburg-Vorpommern,others,0,175
5099,16,Mecklenburg-Vorpommern,others,0,0
5398,16,Mecklenburg-Vorpommern,others,0,0
5697,16,Mecklenburg-Vorpommern,others,0,0
5996,16,Mecklenburg-Vorpommern,others,0,0
6295,16,Mecklenburg-Vorpommern,others,0,0
6594,16,Mecklenburg-Vorpommern,others,0,0
6893,16,Mecklenburg-Vorpommern,others,0,548
7192,16,Mecklenburg-Vorpommern,others,0,0
7491,16,Mecklenburg-Vorpommern,others,0,0
7790,16,Mecklenburg-Vorpommern,others,0,0
8089,16,Mecklenburg-Vorpommern,others,0,0
8388,16,Mecklenburg-Vorpommern,others,0,0
8687,16,Mecklenburg-Vorpommern,others,0,0
8986,16,Mecklenburg-Vorpommern,others,0,0
9285,16,Mecklenburg-Vorpommern,others,0,0
9584,16,Mecklenburg-Vorpommern,others,0,0
9883,16,Mecklenburg-Vorpommern,others,0,0
10182,16,Mecklenburg-Vorpommern,others,0,0
10481,16,Mecklenburg-Vorpommern,others,0,0
10780,16,Mecklenburg-Vorpommern,others,0,0
11079,16,Mecklenburg-Vorpommern,others,0,0
11378,16,Mecklenburg-Vorpommern,others,0,0
11677,16,Mecklenburg-Vorpommern,others,0,0
11976,16,Mecklenburg-Vorpommern,others,0,0
12275,16,Mecklenburg-Vorpommern,others,0,0
12574,16,Mecklenburg-Vorpommern,others,0,0
17,17,Mecklenburg-Vorpommern,CDU,53593,51042
1811,17,Mecklenburg-Vorpommern,AfD,26199,27389
615,17,Mecklenburg-Vorpommern,Die Linke,24691,24064
316,17,Mecklenburg-Vorpommern,SPD,22389,20596
1512,17,Mecklenburg-Vorpommern,FDP,6653,8227
914,17,Mecklenburg-Vorpommern,The Greens,4747,4599
2708,17,Mecklenburg-Vorpommern,others,2329,1417
2409,17,Mecklenburg-Vorpommern,others,1386,1643
4801,17,Mecklenburg-Vorpommern,others,422,220
1213,17,Mecklenburg-Vorpommern,CSU,0,0
2110,17,Mecklenburg-Vorpommern,Piraten,0,0
3007,17,Mecklenburg-Vorpommern,others,0,1623
3306,17,Mecklenburg-Vorpommern,others,0,163
3605,17,Mecklenburg-Vorpommern,others,0,1034
3904,17,Mecklenburg-Vorpommern,others,0,0
4203,17,Mecklenburg-Vorpommern,others,0,0
4502,17,Mecklenburg-Vorpommern,others,0,0
5100,17,Mecklenburg-Vorpommern,others,0,0
5399,17,Mecklenburg-Vorpommern,others,0,0
5698,17,Mecklenburg-Vorpommern,others,0,0
5997,17,Mecklenburg-Vorpommern,others,0,0
6296,17,Mecklenburg-Vorpommern,others,0,0
6595,17,Mecklenburg-Vorpommern,others,0,0
6894,17,Mecklenburg-Vorpommern,others,0,460
7193,17,Mecklenburg-Vorpommern,others,0,0
7492,17,Mecklenburg-Vorpommern,others,0,0
7791,17,Mecklenburg-Vorpommern,others,0,0
8090,17,Mecklenburg-Vorpommern,others,0,0
8389,17,Mecklenburg-Vorpommern,others,0,0
8688,17,Mecklenburg-Vorpommern,others,0,0
8987,17,Mecklenburg-Vorpommern,others,0,0
9286,17,Mecklenburg-Vorpommern,others,0,0
9585,17,Mecklenburg-Vorpommern,others,0,0
9884,17,Mecklenburg-Vorpommern,others,0,0
10183,17,Mecklenburg-Vorpommern,others,0,0
10482,17,Mecklenburg-Vorpommern,others,0,0
10781,17,Mecklenburg-Vorpommern,others,0,0
11080,17,Mecklenburg-Vorpommern,others,0,0
11379,17,Mecklenburg-Vorpommern,others,0,0
11678,17,Mecklenburg-Vorpommern,others,0,0
11977,17,Mecklenburg-Vorpommern,others,0,0
12276,17,Mecklenburg-Vorpommern,others,0,0
12575,17,Mecklenburg-Vorpommern,others,0,0
317,18,Hamburg,SPD,53705,41765
18,18,Hamburg,CDU,42131,40948
616,18,Hamburg,Die Linke,24018,26073
915,18,Hamburg,The Greens,22239,25133
1812,18,Hamburg,AfD,12695,13950
1513,18,Hamburg,FDP,11181,16172
3606,18,Hamburg,others,4928,3962
3307,18,Hamburg,others,1086,612
2709,18,Hamburg,others,1036,741
2410,18,Hamburg,others,321,347
4802,18,Hamburg,others,321,187
1214,18,Hamburg,CSU,0,0
2111,18,Hamburg,Piraten,0,0
3008,18,Hamburg,others,0,1780
3905,18,Hamburg,others,0,0
4204,18,Hamburg,others,0,0
4503,18,Hamburg,others,0,0
5101,18,Hamburg,others,0,0
5400,18,Hamburg,others,0,0
5699,18,Hamburg,others,0,0
5998,18,Hamburg,others,0,0
6297,18,Hamburg,others,0,0
6596,18,Hamburg,others,0,0
6895,18,Hamburg,others,0,1085
7194,18,Hamburg,others,0,956
7493,18,Hamburg,others,0,114
7792,18,Hamburg,others,0,0
8091,18,Hamburg,others,0,0
8390,18,Hamburg,others,0,0
8689,18,Hamburg,others,0,0
8988,18,Hamburg,others,0,0
9287,18,Hamburg,others,0,0
9586,18,Hamburg,others,0,0
9885,18,Hamburg,others,0,515
10184,18,Hamburg,others,0,0
10483,18,Hamburg,others,0,0
10782,18,Hamburg,others,0,0
11081,18,Hamburg,others,0,0
11380,18,Hamburg,others,0,0
11679,18,Hamburg,others,0,0
11978,18,Hamburg,others,0,0
12277,18,Hamburg,others,0,0
12576,18,Hamburg,others,0,0
318,19,Hamburg,SPD,41875,29670
19,19,Hamburg,CDU,37544,36149
916,19,Hamburg,The Greens,20788,25958
617,19,Hamburg,Die Linke,19741,22779
1514,19,Hamburg,FDP,12510,16261
1813,19,Hamburg,AfD,7428,8034
3607,19,Hamburg,others,3449,2336
12577,19,Hamburg,others,740,0
2710,19,Hamburg,others,497,344
4803,19,Hamburg,others,253,157
1215,19,Hamburg,CSU,0,0
2112,19,Hamburg,Piraten,0,0
2411,19,Hamburg,others,0,157
3009,19,Hamburg,others,0,1074
3308,19,Hamburg,others,0,288
3906,19,Hamburg,others,0,0
4205,19,Hamburg,others,0,0
4504,19,Hamburg,others,0,0
5102,19,Hamburg,others,0,0
5401,19,Hamburg,others,0,0
5700,19,Hamburg,others,0,0
5999,19,Hamburg,others,0,0
6298,19,Hamburg,others,0,0
6597,19,Hamburg,others,0,0
6896,19,Hamburg,others,0,779
7195,19,Hamburg,others,0,719
7494,19,Hamburg,others,0,95
7793,19,Hamburg,others,0,0
8092,19,Hamburg,others,0,0
8391,19,Hamburg,others,0,0
8690,19,Hamburg,others,0,0
8989,19,Hamburg,others,0,0
9288,19,Hamburg,others,0,0
9587,19,Hamburg,others,0,0
9886,19,Hamburg,others,0,276
10185,19,Hamburg,others,0,0
10484,19,Hamburg,others,0,0
10783,19,Hamburg,others,0,0
11082,19,Hamburg,others,0,0
11381,19,Hamburg,others,0,0
11680,19,Hamburg,others,0,0
11979,19,Hamburg,others,0,0
12278,19,Hamburg,others,0,0
319,20,Hamburg,SPD,48878,34498
20,20,Hamburg,CDU,44422,41784
917,20,Hamburg,The Greens,23214,26413
618,20,Hamburg,Die Linke,16129,19302
1515,20,Hamburg,FDP,10542,17491
1814,20,Hamburg,AfD,8773,9120
12578,20,Hamburg,others,1452,0
3309,20,Hamburg,others,979,436
4804,20,Hamburg,others,297,130
1216,20,Hamburg,CSU,0,0
2113,20,Hamburg,Piraten,0,0
2412,20,Hamburg,others,0,186
2711,20,Hamburg,others,0,326
3010,20,Hamburg,others,0,1261
3608,20,Hamburg,others,0,2427
3907,20,Hamburg,others,0,0
4206,20,Hamburg,others,0,0
4505,20,Hamburg,others,0,0
5103,20,Hamburg,others,0,0
5402,20,Hamburg,others,0,0
5701,20,Hamburg,others,0,0
6000,20,Hamburg,others,0,0
6299,20,Hamburg,others,0,0
6598,20,Hamburg,others,0,0
6897,20,Hamburg,others,0,605
7196,20,Hamburg,others,0,743
7495,20,Hamburg,others,0,91
7794,20,Hamburg,others,0,0
8093,20,Hamburg,others,0,0
8392,20,Hamburg,others,0,0
8691,20,Hamburg,others,0,0
8990,20,Hamburg,others,0,0
9289,20,Hamburg,others,0,0
9588,20,Hamburg,others,0,0
9887,20,Hamburg,others,0,328
10186,20,Hamburg,others,0,0
10485,20,Hamburg,others,0,0
10784,20,Hamburg,others,0,0
11083,20,Hamburg,others,0,0
11382,20,Hamburg,others,0,0
11681,20,Hamburg,others,0,0
11980,20,Hamburg,others,0,0
12279,20,Hamburg,others,0,0
21,21,Hamburg,CDU,59332,55664
320,21,Hamburg,SPD,54519,38181
918,21,Hamburg,The Greens,24003,25518
1516,21,Hamburg,FDP,14887,24515
619,21,Hamburg,Die Linke,13224,16609
1815,21,Hamburg,AfD,9670,10919
2712,21,Hamburg,others,1269,560
1217,21,Hamburg,CSU,0,0
2114,21,Hamburg,Piraten,0,0
2413,21,Hamburg,others,0,178
3011,21,Hamburg,others,0,1223
3310,21,Hamburg,others,0,340
3609,21,Hamburg,others,0,2016
3908,21,Hamburg,others,0,0
4207,21,Hamburg,others,0,0
4506,21,Hamburg,others,0,0
4805,21,Hamburg,others,0,62
5104,21,Hamburg,others,0,0
5403,21,Hamburg,others,0,0
5702,21,Hamburg,others,0,0
6001,21,Hamburg,others,0,0
6300,21,Hamburg,others,0,0
6599,21,Hamburg,others,0,0
6898,21,Hamburg,others,0,570
7197,21,Hamburg,others,0,621
7496,21,Hamburg,others,0,74
7795,21,Hamburg,others,0,0
8094,21,Hamburg,others,0,0
8393,21,Hamburg,others,0,0
8692,21,Hamburg,others,0,0
8991,21,Hamburg,others,0,0
9290,21,Hamburg,others,0,0
9589,21,Hamburg,others,0,0
9888,21,Hamburg,others,0,353
10187,21,Hamburg,others,0,0
10486,21,Hamburg,others,0,0
10785,21,Hamburg,others,0,0
11084,21,Hamburg,others,0,0
11383,21,Hamburg,others,0,0
11682,21,Hamburg,others,0,0
11981,21,Hamburg,others,0,0
12280,21,Hamburg,others,0,0
12579,21,Hamburg,others,0,0
321,22,Hamburg,SPD,59036,45534
22,22,Hamburg,CDU,50799,49443
1816,22,Hamburg,AfD,16204,16740
620,22,Hamburg,Die Linke,15647,16815
919,22,Hamburg,The Greens,12094,17747
1517,22,Hamburg,FDP,11997,17578
3610,22,Hamburg,others,3021,2098
2713,22,Hamburg,others,1523,809
2414,22,Hamburg,others,400,426
1218,22,Hamburg,CSU,0,0
2115,22,Hamburg,Piraten,0,0
3012,22,Hamburg,others,0,1816
3311,22,Hamburg,others,0,437
3909,22,Hamburg,others,0,0
4208,22,Hamburg,others,0,0
4507,22,Hamburg,others,0,0
4806,22,Hamburg,others,0,77
5105,22,Hamburg,others,0,0
5404,22,Hamburg,others,0,0
5703,22,Hamburg,others,0,0
6002,22,Hamburg,others,0,0
6301,22,Hamburg,others,0,0
6600,22,Hamburg,others,0,0
6899,22,Hamburg,others,0,688
7198,22,Hamburg,others,0,557
7497,22,Hamburg,others,0,61
7796,22,Hamburg,others,0,0
8095,22,Hamburg,others,0,0
8394,22,Hamburg,others,0,0
8693,22,Hamburg,others,0,0
8992,22,Hamburg,others,0,0
9291,22,Hamburg,others,0,0
9590,22,Hamburg,others,0,0
9889,22,Hamburg,others,0,330
10188,22,Hamburg,others,0,0
10487,22,Hamburg,others,0,0
10786,22,Hamburg,others,0,0
11085,22,Hamburg,others,0,0
11384,22,Hamburg,others,0,0
11683,22,Hamburg,others,0,0
11982,22,Hamburg,others,0,0
12281,22,Hamburg,others,0,0
12580,22,Hamburg,others,0,0
322,23,Hamburg,SPD,53426,40347
23,23,Hamburg,CDU,43194,42304
1817,23,Hamburg,AfD,16635,17614
621,23,Hamburg,Die Linke,16376,17347
920,23,Hamburg,The Greens,11932,15420
1518,23,Hamburg,FDP,8032,13310
3312,23,Hamburg,others,1281,661
2714,23,Hamburg,others,1096,680
12581,23,Hamburg,others,868,0
2415,23,Hamburg,others,614,509
4807,23,Hamburg,others,252,103
1219,23,Hamburg,CSU,0,0
2116,23,Hamburg,Piraten,0,0
3013,23,Hamburg,others,0,1542
3611,23,Hamburg,others,0,2498
3910,23,Hamburg,others,0,0
4209,23,Hamburg,others,0,0
4508,23,Hamburg,others,0,0
5106,23,Hamburg,others,0,0
5405,23,Hamburg,others,0,0
5704,23,Hamburg,others,0,0
6003,23,Hamburg,others,0,0
6302,23,Hamburg,others,0,0
6601,23,Hamburg,others,0,0
6900,23,Hamburg,others,0,810
7199,23,Hamburg,others,0,576
7498,23,Hamburg,others,0,103
7797,23,Hamburg,others,0,0
8096,23,Hamburg,others,0,0
8395,23,Hamburg,others,0,0
8694,23,Hamburg,others,0,0
8993,23,Hamburg,others,0,0
9292,23,Hamburg,others,0,0
9591,23,Hamburg,others,0,0
9890,23,Hamburg,others,0,330
10189,23,Hamburg,others,0,0
10488,23,Hamburg,others,0,0
10787,23,Hamburg,others,0,0
11086,23,Hamburg,others,0,0
11385,23,Hamburg,others,0,0
11684,23,Hamburg,others,0,0
11983,23,Hamburg,others,0,0
12282,23,Hamburg,others,0,0
323,24,Lower Saxony,SPD,69132,53342
24,24,Lower Saxony,CDU,38518,39539
921,24,Lower Saxony,The Greens,9788,10502
622,24,Lower Saxony,Die Linke,9401,10139
1519,24,Lower Saxony,FDP,6882,10079
2715,24,Lower Saxony,others,3326,760
2117,24,Lower Saxony,Piraten,2304,567
12582,24,Lower Saxony,others,120,0
1220,24,Lower Saxony,CSU,0,0
1818,24,Lower Saxony,AfD,0,12875
2416,24,Lower Saxony,others,0,357
3014,24,Lower Saxony,others,0,1159
3313,24,Lower Saxony,others,0,77
3612,24,Lower Saxony,others,0,960
3911,24,Lower Saxony,others,0,0
4210,24,Lower Saxony,others,0,0
4509,24,Lower Saxony,others,0,0
4808,24,Lower Saxony,others,0,35
5107,24,Lower Saxony,others,0,0
5406,24,Lower Saxony,others,0,0
5705,24,Lower Saxony,others,0,0
6004,24,Lower Saxony,others,0,0
6303,24,Lower Saxony,others,0,0
6602,24,Lower Saxony,others,0,0
6901,24,Lower Saxony,others,0,191
7200,24,Lower Saxony,others,0,123
7499,24,Lower Saxony,others,0,35
7798,24,Lower Saxony,others,0,136
8097,24,Lower Saxony,others,0,0
8396,24,Lower Saxony,others,0,0
8695,24,Lower Saxony,others,0,0
8994,24,Lower Saxony,others,0,0
9293,24,Lower Saxony,others,0,0
9592,24,Lower Saxony,others,0,0
9891,24,Lower Saxony,others,0,161
10190,24,Lower Saxony,others,0,0
10489,24,Lower Saxony,others,0,0
10788,24,Lower Saxony,others,0,0
11087,24,Lower Saxony,others,0,0
11386,24,Lower Saxony,others,0,0
11685,24,Lower Saxony,others,0,0
11984,24,Lower Saxony,others,0,0
12283,24,Lower Saxony,others,0,0
25,25,Lower Saxony,CDU,87406,74173
324,25,Lower Saxony,SPD,48959,48195
1819,25,Lower Saxony,AfD,13387,14620
922,25,Lower Saxony,The Greens,8255,10258
1520,25,Lower Saxony,FDP,7758,13629
623,25,Lower Saxony,Die Linke,7726,9460
3613,25,Lower Saxony,others,1296,1357
1221,25,Lower Saxony,CSU,0,0
2118,25,Lower Saxony,Piraten,0,493
2417,25,Lower Saxony,others,0,422
2716,25,Lower Saxony,others,0,413
3015,25,Lower Saxony,others,0,1185
3314,25,Lower Saxony,others,0,127
3912,25,Lower Saxony,others,0,0
4211,25,Lower Saxony,others,0,0
4510,25,Lower Saxony,others,0,0
4809,25,Lower Saxony,others,0,30
5108,25,Lower Saxony,others,0,0
5407,25,Lower Saxony,others,0,0
5706,25,Lower Saxony,others,0,0
6005,25,Lower Saxony,others,0,0
6304,25,Lower Saxony,others,0,0
6603,25,Lower Saxony,others,0,0
6902,25,Lower Saxony,others,0,159
7201,25,Lower Saxony,others,0,148
7500,25,Lower Saxony,others,0,23
7799,25,Lower Saxony,others,0,143
8098,25,Lower Saxony,others,0,0
8397,25,Lower Saxony,others,0,0
8696,25,Lower Saxony,others,0,0
8995,25,Lower Saxony,others,0,0
9294,25,Lower Saxony,others,0,0
9593,25,Lower Saxony,others,0,0
9892,25,Lower Saxony,others,0,118
10191,25,Lower Saxony,others,0,0
10490,25,Lower Saxony,others,0,0
10789,25,Lower Saxony,others,0,0
11088,25,Lower Saxony,others,0,0
11387,25,Lower Saxony,others,0,0
11686,25,Lower Saxony,others,0,0
11985,25,Lower Saxony,others,0,0
12284,25,Lower Saxony,others,0,0
12583,25,Lower Saxony,others,0,0
325,26,Lower Saxony,SPD,54512,42224
26,26,Lower Saxony,CDU,44531,45087
1820,26,Lower Saxony,AfD,11389,12492
624,26,Lower Saxony,Die Linke,8126,9739
1521,26,Lower Saxony,FDP,8072,12958
923,26,Lower Saxony,The Greens,7542,9985
3614,26,Lower Saxony,others,1748,1206
2717,26,Lower Saxony,others,1236,878
4810,26,Lower Saxony,others,182,93
1222,26,Lower Saxony,CSU,0,0
2119,26,Lower Saxony,Piraten,0,377
2418,26,Lower Saxony,others,0,389
3016,26,Lower Saxony,others,0,1413
3315,26,Lower Saxony,others,0,89
3913,26,Lower Saxony,others,0,0
4212,26,Lower Saxony,others,0,0
4511,26,Lower Saxony,others,0,0
5109,26,Lower Saxony,others,0,0
5408,26,Lower Saxony,others,0,0
5707,26,Lower Saxony,others,0,0
6006,26,Lower Saxony,others,0,0
6305,26,Lower Saxony,others,0,0
6604,26,Lower Saxony,others,0,0
6903,26,Lower Saxony,others,0,176
7202,26,Lower Saxony,others,0,121
7501,26,Lower Saxony,others,0,30
7800,26,Lower Saxony,others,0,178
8099,26,Lower Saxony,others,0,0
8398,26,Lower Saxony,others,0,0
8697,26,Lower Saxony,others,0,0
8996,26,Lower Saxony,others,0,0
9295,26,Lower Saxony,others,0,0
9594,26,Lower Saxony,others,0,0
9893,26,Lower Saxony,others,0,150
10192,26,Lower Saxony,others,0,0
10491,26,Lower Saxony,others,0,0
10790,26,Lower Saxony,others,0,0
11089,26,Lower Saxony,others,0,0
11388,26,Lower Saxony,others,0,0
11687,26,Lower Saxony,others,0,0
11986,26,Lower Saxony,others,0,0
12285,26,Lower Saxony,others,0,0
12584,26,Lower Saxony,others,0,0
326,27,Lower Saxony,SPD,63232,45506
27,27,Lower Saxony,CDU,52596,53418
924,27,Lower Saxony,The Greens,19824,21819
625,27,Lower Saxony,Die Linke,14080,16349
1821,27,Lower Saxony,AfD,11591,12624
1522,27,Lower Saxony,FDP,10635,18137
2718,27,Lower Saxony,others,1392,686
3316,27,Lower Saxony,others,809,418
1223,27,Lower Saxony,CSU,0,0
2120,27,Lower Saxony,Piraten,0,682
2419,27,Lower Saxony,others,0,336
3017,27,Lower Saxony,others,0,1457
3615,27,Lower Saxony,others,0,1836
3914,27,Lower Saxony,others,0,0
4213,27,Lower Saxony,others,0,0
4512,27,Lower Saxony,others,0,0
4811,27,Lower Saxony,others,0,77
5110,27,Lower Saxony,others,0,0
5409,27,Lower Saxony,others,0,0
5708,27,Lower Saxony,others,0,0
6007,27,Lower Saxony,others,0,0
6306,27,Lower Saxony,others,0,0
6605,27,Lower Saxony,others,0,0
6904,27,Lower Saxony,others,0,372
7203,27,Lower Saxony,others,0,298
7502,27,Lower Saxony,others,0,57
7801,27,Lower Saxony,others,0,264
8100,27,Lower Saxony,others,0,0
8399,27,Lower Saxony,others,0,0
8698,27,Lower Saxony,others,0,0
8997,27,Lower Saxony,others,0,0
9296,27,Lower Saxony,others,0,0
9595,27,Lower Saxony,others,0,0
9894,27,Lower Saxony,others,0,332
10193,27,Lower Saxony,others,0,0
10492,27,Lower Saxony,others,0,0
10791,27,Lower Saxony,others,0,0
11090,27,Lower Saxony,others,0,0
11389,27,Lower Saxony,others,0,0
11688,27,Lower Saxony,others,0,0
11987,27,Lower Saxony,others,0,0
12286,27,Lower Saxony,others,0,0
12585,27,Lower Saxony,others,0,0
28,28,Lower Saxony,CDU,57389,56526
327,28,Lower Saxony,SPD,55326,47623
1523,28,Lower Saxony,FDP,15209,17076
1822,28,Lower Saxony,AfD,15122,16393
925,28,Lower Saxony,The Greens,12933,13523
626,28,Lower Saxony,Die Linke,10262,11567
2719,28,Lower Saxony,others,1987,1093
1224,28,Lower Saxony,CSU,0,0
2121,28,Lower Saxony,Piraten,0,604
2420,28,Lower Saxony,others,0,449
3018,28,Lower Saxony,others,0,1498
3317,28,Lower Saxony,others,0,154
3616,28,Lower Saxony,others,0,1302
3915,28,Lower Saxony,others,0,0
4214,28,Lower Saxony,others,0,0
4513,28,Lower Saxony,others,0,0
4812,28,Lower Saxony,others,0,46
5111,28,Lower Saxony,others,0,0
5410,28,Lower Saxony,others,0,0
5709,28,Lower Saxony,others,0,0
6008,28,Lower Saxony,others,0,0
6307,28,Lower Saxony,others,0,0
6606,28,Lower Saxony,others,0,0
6905,28,Lower Saxony,others,0,235
7204,28,Lower Saxony,others,0,157
7503,28,Lower Saxony,others,0,36
7802,28,Lower Saxony,others,0,308
8101,28,Lower Saxony,others,0,0
8400,28,Lower Saxony,others,0,0
8699,28,Lower Saxony,others,0,0
8998,28,Lower Saxony,others,0,0
9297,28,Lower Saxony,others,0,0
9596,28,Lower Saxony,others,0,0
9895,28,Lower Saxony,others,0,228
10194,28,Lower Saxony,others,0,0
10493,28,Lower Saxony,others,0,0
10792,28,Lower Saxony,others,0,0
11091,28,Lower Saxony,others,0,0
11390,28,Lower Saxony,others,0,0
11689,28,Lower Saxony,others,0,0
11988,28,Lower Saxony,others,0,0
12287,28,Lower Saxony,others,0,0
12586,28,Lower Saxony,others,0,0
29,29,Lower Saxony,CDU,59926,54162
328,29,Lower Saxony,SPD,43079,38924
1823,29,Lower Saxony,AfD,11861,12652
926,29,Lower Saxony,The Greens,8491,9711
627,29,Lower Saxony,Die Linke,8122,9118
1524,29,Lower Saxony,FDP,6967,11482
2720,29,Lower Saxony,others,1844,903
1225,29,Lower Saxony,CSU,0,0
2122,29,Lower Saxony,Piraten,0,414
2421,29,Lower Saxony,others,0,396
3019,29,Lower Saxony,others,0,1337
3318,29,Lower Saxony,others,0,106
3617,29,Lower Saxony,others,0,888
3916,29,Lower Saxony,others,0,0
4215,29,Lower Saxony,others,0,0
4514,29,Lower Saxony,others,0,0
4813,29,Lower Saxony,others,0,26
5112,29,Lower Saxony,others,0,0
5411,29,Lower Saxony,others,0,0
5710,29,Lower Saxony,others,0,0
6009,29,Lower Saxony,others,0,0
6308,29,Lower Saxony,others,0,0
6607,29,Lower Saxony,others,0,0
6906,29,Lower Saxony,others,0,163
7205,29,Lower Saxony,others,0,100
